image,meanB,meanG,meanR,modeB,modeG,modeR,stdevB,stdevG,stdevR,batch,concentration
1-2_batch1.jpg,185.4456,183.4456,205.1396,185,183,205,0.980938652516048,0.980938652516048,0.9996558607841,batch1,1
1-1_batch3.jpg,186.7324,183.7324,202.7324,187,184,203,1.438050847501576,1.438050847501576,1.438050847501576,batch3,1
1-2_batch2.jpg,196.5264,193.5264,212.5264,196,193,212,1.1386408740248173,1.1386408740248173,1.1386408740248173,batch2,1
1-2_batch3.jpg,187.1968,184.1968,203.1968,187,184,203,1.3528007096390806,1.3528007096390806,1.3528007096390806,batch3,1
1-1_batch2.jpg,196.4768,193.4768,212.432,196,193,212,1.3463512765990904,1.3463512765990904,1.4013479225374403,batch2,1
1-3_batch2.jpg,196.41,193.41,212.41,197,194,213,1.7325992035089937,1.7325992035089937,1.7325992035089937,batch2,1
1-3_batch3.jpg,187.1768,184.1768,203.1768,187,184,203,1.2843448758024458,1.2843448758024458,1.2843448758024458,batch3,1
2-3_batch2.jpg,194.4084,190.4084,207.4084,194,190,207,2.023464711824745,2.023464711824745,2.023464711824745,batch2,2
2-3_batch1.jpg,198.808,193.808,213.808,198,193,213,1.758162677342458,1.758162677342458,1.758162677342458,batch1,2
2-2_batch2.jpg,193.5644,189.5644,206.5644,194,190,207,2.1761095193027398,2.1761095193027398,2.1761095193027398,batch2,2
2-1_batch1.jpg,198.1892,194.1592,211.2492,198,194,211,1.454030040955138,1.4895151425883526,1.4421856191212004,batch1,2
2-1_batch2.jpg,195.108,191.108,208.108,195,191,208,1.8625616768311328,1.8625616768311328,1.8625616768311328,batch2,2
2-1_batch3.jpg,196.0428,193.0428,212.0428,196,193,212,1.2133293699568968,1.2133293699568968,1.2133293699568968,batch3,2
2-2_batch1.jpg,198.7532,193.8764,213.5292,198,193,213,1.966593440444669,1.988648546123724,2.1028426855093083,batch1,2
3-1_batch3.jpg,187.2748,185.2748,207.2664,187,185,207,0.774651508744416,0.774651508744416,0.7916003031833678,batch3,3
